season,matchweek,home_club,away_club,final_score,goal_club,goal_score,goal_scorer,minute
1996-1997,34,Newcastle,Derby,3:1,away,0:1,Dean Sturridge,1
1996-1997,34,Newcastle,Derby,3:1,home,1:1,Robbie Elliott,12
1996-1997,34,Newcastle,Derby,3:1,home,2:1,Les Ferdinand,51
1996-1997,34,Newcastle,Derby,3:1,home,3:1,Alan Shearer,74
1996-1997,34,Nottm Forest,Leeds,1:1,home,1:0,Pierre Van Hooijdonk,6
1996-1997,34,Nottm Forest,Leeds,1:1,away,1:1,Brian Deane,66
1996-1997,34,Sheff Wed,Wimbledon FC,3:1,home,1:0,O'Neill Donaldson,42
1996-1997,34,Sheff Wed,Wimbledon FC,3:1,home,2:0,Orlando Trustfull,78
1996-1997,34,Sheff Wed,Wimbledon FC,3:1,home,3:0,Orlando Trustfull,83
1996-1997,34,Sheff Wed,Wimbledon FC,3:1,away,3:1,Jon Goodman,85
1996-1997,34,Southampton,Coventry,2:2,home,1:0,Mickey Evans,27
1996-1997,34,Southampton,Coventry,2:2,home,2:0,Egil Ostenstad,47
1996-1997,34,Southampton,Coventry,2:2,away,2:1,Peter Ndlovu,62
1996-1997,34,Southampton,Coventry,2:2,away,2:2,Noel Whelan,75
1996-1997,34,West Ham,Everton,2:2,home,1:0,Paul Kitson,10
1996-1997,34,West Ham,Everton,2:2,home,2:0,Paul Kitson,31
1996-1997,34,West Ham,Everton,2:2,away,2:1,Michael Branch,77
1996-1997,34,West Ham,Everton,2:2,away,2:2,Duncan Ferguson,90
1996-1997,35,Everton,Liverpool,1:1,home,1:0,Duncan Ferguson,26
1996-1997,35,Everton,Liverpool,1:1,away,1:1,Jamie Redknapp,65
1996-1997,35,Coventry,Arsenal,1:1,home,1:0,Dion Dublin,2
1996-1997,35,Coventry,Arsenal,1:1,away,1:1,Ian Wright,20
1996-1997,35,Wimbledon FC,Chelsea,0:1,away,0:1,Dan Petrescu,14
1996-1997,35,Blackburn,Sheff Wed,4:1,home,1:0,Henning Berg,5
1996-1997,35,Blackburn,Sheff Wed,4:1,home,2:0,Tim Sherwood,23
1996-1997,35,Blackburn,Sheff Wed,4:1,home,3:0,Graeme Le Saux,39
1996-1997,35,Blackburn,Sheff Wed,4:1,home,4:0,Garry Flitcroft,58
1996-1997,35,Blackburn,Sheff Wed,4:1,away,4:1,Benny Carbone,83
1996-1997,35,Sunderland,Southampton,0:1,away,0:1,Egil Ostenstad,22
1996-1997,35,Leicester,West Ham,0:1,away,0:1,John Moncur,75
1996-1997,35,Spurs,Middlesbrough,1:0,home,1:0,Andy Sinton,71
1996-1997,36,Arsenal,Newcastle,0:1,away,0:1,Robbie Elliott,44
1996-1997,36,Coventry,Derby,1:2,away,0:1,Gary Rowett,50
1996-1997,36,Coventry,Derby,1:2,home,1:1,Gary McAllister,59
1996-1997,36,Coventry,Derby,1:2,away,1:2,Dean Sturridge,67
1996-1997,36,Leicester,Man Utd,2:2,home,1:0,Steve Walsh,15
1996-1997,36,Leicester,Man Utd,2:2,home,2:0,Ian Marshall,19
1996-1997,36,Leicester,Man Utd,2:2,away,2:1,Ole Gunnar Solskjaer,45
1996-1997,36,Leicester,Man Utd,2:2,away,2:2,Ole Gunnar Solskjaer,51
1996-1997,36,Liverpool,Spurs,2:1,away,0:1,Darren Anderton,5
1996-1997,36,Liverpool,Spurs,2:1,home,1:1,Stan Collymore,15
1996-1997,36,Liverpool,Spurs,2:1,home,2:1,Patrik Berger,43
1996-1997,36,Middlesbrough,Aston Villa,3:2,home,1:0,Fabrizio Ravanelli,20
1996-1997,36,Middlesbrough,Aston Villa,3:2,home,2:0,Mikkel Beck,33
1996-1997,36,Middlesbrough,Aston Villa,3:2,away,2:1,Ugo Ehiogu,58
1996-1997,36,Middlesbrough,Aston Villa,3:2,away,2:2,Savo Milosevic,77
1996-1997,36,Middlesbrough,Aston Villa,3:2,home,3:2,Fabrizio Ravanelli,90
1996-1997,36,Nottm Forest,Wimbledon FC,1:1,away,0:1,Oyvind Leonhardsen,15
1996-1997,36,Nottm Forest,Wimbledon FC,1:1,home,1:1,Bryan Roy,59
1996-1997,36,Southampton,Blackburn,2:0,home,1:0,Robbie Slater,22
1996-1997,36,Southampton,Blackburn,2:0,home,2:0,Matt Le Tissier,73
1996-1997,36,Sunderland,Everton,3:0,home,1:0,Paul Stewart,35
1996-1997,36,Sunderland,Everton,3:0,home,2:0,Chris Waddle,58
1996-1997,36,Sunderland,Everton,3:0,home,3:0,Allan Johnston,68
1996-1997,36,West Ham,Sheff Wed,5:1,home,1:0,Paul Kitson,4
1996-1997,36,West Ham,Sheff Wed,5:1,home,2:0,Paul Kitson,12
1996-1997,36,West Ham,Sheff Wed,5:1,home,3:0,John Hartson,28
1996-1997,36,West Ham,Sheff Wed,5:1,home,4:0,John Hartson,65
1996-1997,36,West Ham,Sheff Wed,5:1,away,4:1,Benny Carbone,82
1996-1997,36,West Ham,Sheff Wed,5:1,home,5:1,Paul Kitson,88
1996-1997,37,Leeds,Everton,1:0,home,1:0,Robert Molenaar,28
1996-1997,37,Sunderland,Man Utd,2:1,home,1:0,Michael Gray,52
1996-1997,37,Sunderland,Man Utd,2:1,home,2:0,John Mullin,76
1996-1997,37,Sunderland,Man Utd,2:1,away,2:1,Andy Melville,78
1996-1997,37,Arsenal,Nottm Forest,2:0,home,1:0,Dennis Bergkamp,50
1996-1997,37,Arsenal,Nottm Forest,2:0,home,2:0,Dennis Bergkamp,78
1996-1997,37,Liverpool,Newcastle,4:3,home,1:0,Steve McManaman,29
1996-1997,37,Liverpool,Newcastle,4:3,home,2:0,Patrik Berger,30
1996-1997,37,Liverpool,Newcastle,4:3,home,3:0,Robbie Fowler,41
1996-1997,37,Liverpool,Newcastle,4:3,away,3:1,Keith Gillespie,71
1996-1997,37,Liverpool,Newcastle,4:3,away,3:2,Faustino Asprilla,87
1996-1997,37,Liverpool,Newcastle,4:3,away,3:3,Warren Barton,88
1996-1997,37,Liverpool,Newcastle,4:3,home,4:3,Robbie Fowler,90+4
1996-1997,37,West Ham,Chelsea,3:2,away,0:1,Gianluca Vialli,26
1996-1997,37,West Ham,Chelsea,3:2,home,1:1,Julian Dicks,55
1996-1997,37,West Ham,Chelsea,3:2,home,2:1,Paul Kitson,68
1996-1997,37,West Ham,Chelsea,3:2,away,2:2,Mark Hughes,87
1996-1997,37,West Ham,Chelsea,3:2,home,3:2,Paul Kitson,90
1996-1997,37,Middlesbrough,Blackburn,2:1,home,1:0,Juninho Paulista,43
1996-1997,37,Middlesbrough,Blackburn,2:1,home,2:0,Fabrizio Ravanelli,60
1996-1997,37,Middlesbrough,Blackburn,2:1,away,2:1,Chris Sutton,68
1996-1997,37,Derby,Southampton,1:1,home,1:0,Ashley Ward,66
1996-1997,37,Derby,Southampton,1:1,away,1:1,Darryl Powell,90
1996-1997,37,Sheff Wed,Spurs,2:1,home,1:0,Peter Atherton,18
1996-1997,37,Sheff Wed,Spurs,2:1,away,1:1,Allan Nielsen,43
1996-1997,37,Sheff Wed,Spurs,2:1,home,2:1,Andy Booth,70
1996-1997,37,Wimbledon FC,Aston Villa,0:2,away,0:1,Savo Milosevic,26
1996-1997,37,Wimbledon FC,Aston Villa,0:2,away,0:2,Alan Wright,78
1996-1997,38,Aston Villa,Southampton,1:0,home,1:0,Richard Dryden,11
1996-1997,38,Blackburn,Leicester,2:4,away,0:1,Emile Heskey,13
1996-1997,38,Blackburn,Leicester,2:4,home,1:1,Garry Flitcroft,25
1996-1997,38,Blackburn,Leicester,2:4,away,1:2,Steve Claridge,55
1996-1997,38,Blackburn,Leicester,2:4,away,1:3,Emile Heskey,56
1996-1997,38,Blackburn,Leicester,2:4,home,2:3,Graham Fenton,66
1996-1997,38,Blackburn,Leicester,2:4,away,2:4,Stuart Wilson,81
1996-1997,38,Derby,Arsenal,1:3,home,1:0,Ashley Ward,9
1996-1997,38,Derby,Arsenal,1:3,away,1:1,Ian Wright,55
1996-1997,38,Derby,Arsenal,1:3,away,1:2,Dennis Bergkamp,82
1996-1997,38,Derby,Arsenal,1:3,away,1:3,Ian Wright,90
1996-1997,38,Everton,Chelsea,1:2,away,0:1,Dennis Wise,14
1996-1997,38,Everton,Chelsea,1:2,away,0:2,Roberto Di Matteo,36
1996-1997,38,Everton,Chelsea,1:2,home,1:2,Nick Barmby,77
1996-1997,38,Leeds,Middlesbrough,1:1,home,1:0,Brian Deane,77
1996-1997,38,Leeds,Middlesbrough,1:1,away,1:1,Juninho Paulista,79
1996-1997,38,Man Utd,West Ham,2:0,home,1:0,Ole Gunnar Solskjaer,11
1996-1997,38,Man Utd,West Ham,2:0,home,2:0,Jordi Cruyff,84
1996-1997,38,Newcastle,Nottm Forest,5:0,home,1:0,Faustino Asprilla,20
1996-1997,38,Newcastle,Nottm Forest,5:0,home,2:0,Les Ferdinand,23
1996-1997,38,Newcastle,Nottm Forest,5:0,home,3:0,Les Ferdinand,27
1996-1997,38,Newcastle,Nottm Forest,5:0,home,4:0,Alan Shearer,36
1996-1997,38,Newcastle,Nottm Forest,5:0,home,5:0,Robbie Elliott,77
1996-1997,38,Sheff Wed,Liverpool,1:1,home,1:0,O'Neill Donaldson,74
1996-1997,38,Sheff Wed,Liverpool,1:1,away,1:1,Jamie Redknapp,83
1996-1997,38,Spurs,Coventry,1:2,away,0:1,Dion Dublin,12
1996-1997,38,Spurs,Coventry,1:2,away,0:2,Paul Williams,38
1996-1997,38,Spurs,Coventry,1:2,home,1:2,Paul McVeigh,44
1996-1997,38,Wimbledon FC,Sunderland,1:0,home,1:0,Jason Euell,86
1997-1998,1,Newcastle,Sheff Wed,2:1,home,1:0,Faustino Asprilla,2
1997-1998,1,Newcastle,Sheff Wed,2:1,away,1:1,Benny Carbone,8
1997-1998,1,Newcastle,Sheff Wed,2:1,home,2:1,Faustino Asprilla,72
1997-1998,1,Southampton,Bolton,0:1,away,0:1,Nathan Blake,43
1997-1998,1,Barnsley FC,West Ham,1:2,home,1:0,Neil Redfearn,9
1997-1998,1,Barnsley FC,West Ham,1:2,away,1:1,John Hartson,53
1997-1998,1,Barnsley FC,West Ham,1:2,away,1:2,Frank Lampard,76
1997-1998,1,Blackburn,Derby,1:0,home,1:0,Kevin Gallacher,20
1997-1998,1,Coventry,Chelsea,3:2,away,0:1,Frank Sinclair,39
1997-1998,1,Coventry,Chelsea,3:2,home,1:1,Dion Dublin,41
1997-1998,1,Coventry,Chelsea,3:2,away,1:2,Tore Andre Flo,71
1997-1998,1,Coventry,Chelsea,3:2,home,2:2,Dion Dublin,82
1997-1998,1,Coventry,Chelsea,3:2,home,3:2,Dion Dublin,88
1997-1998,1,Wimbledon FC,Liverpool,1:1,home,1:0,Marcus Gayle,55
1997-1998,1,Wimbledon FC,Liverpool,1:1,away,1:1,Michael Owen,71
1997-1998,1,Everton,Crystal Palace,1:2,away,0:1,Attilio Lombardo,36
1997-1998,1,Everton,Crystal Palace,1:2,away,0:2,Bruce Dyer,77
1997-1998,1,Everton,Crystal Palace,1:2,home,1:2,Duncan Ferguson,85
1997-1998,1,Leeds,Arsenal,1:1,away,0:1,Ian Wright,35
1997-1998,1,Leeds,Arsenal,1:1,home,1:1,Jimmy Floyd Hasselbaink,42
1997-1998,1,Leicester,Aston Villa,1:0,home,1:0,Ian Marshall,37
1997-1998,1,Spurs,Man Utd,0:2,away,0:1,Nicky Butt,82
1997-1998,1,Spurs,Man Utd,0:2,away,0:2,Ramon Vega,83
1997-1998,2,Arsenal,Coventry,2:0,home,1:0,Ian Wright,29
1997-1998,2,Arsenal,Coventry,2:0,home,2:0,Ian Wright,47
1997-1998,2,Crystal Palace,Barnsley FC,0:1,away,0:1,Neil Redfearn,56
1997-1998,2,Liverpool,Leicester,1:2,away,0:1,Matt Elliott,1
1997-1998,2,Liverpool,Leicester,1:2,away,0:2,Graham Fenton,83
1997-1998,2,Liverpool,Leicester,1:2,home,1:2,Paul Ince,85
1997-1998,2,Man Utd,Southampton,1:0,home,1:0,David Beckham,78
1997-1998,2,Aston Villa,Blackburn,0:4,away,0:1,Chris Sutton,21
1997-1998,2,Aston Villa,Blackburn,0:4,away,0:2,Chris Sutton,25
1997-1998,2,Aston Villa,Blackburn,0:4,away,0:3,Chris Sutton,41
1997-1998,2,Aston Villa,Blackburn,0:4,away,0:4,Kevin Gallacher,71
1997-1998,2,Sheff Wed,Leeds,1:3,away,0:1,Rod Wallace,7
1997-1998,2,Sheff Wed,Leeds,1:3,away,0:2,Bruno Ribeiro,36
1997-1998,2,Sheff Wed,Leeds,1:3,away,0:3,Rod Wallace,62
1997-1998,2,Sheff Wed,Leeds,1:3,home,1:3,Graham Hyde,70
1997-1998,2,West Ham,Spurs,2:1,home,1:0,John Hartson,4
1997-1998,2,West Ham,Spurs,2:1,home,2:0,Eyal Berkovic,70
1997-1998,2,West Ham,Spurs,2:1,away,2:1,Les Ferdinand,83
1997-1998,2,Derby,Wimbledon FC,1:1,home,1:0,Francesco Baiano,53
1997-1998,2,Derby,Wimbledon FC,1:1,away,1:1,Gary Rowett,70
1997-1998,2,Chelsea,Everton,2:0,home,1:0,Dennis Wise,80
1997-1998,2,Chelsea,Everton,2:0,home,2:0,Gianfranco Zola,90
1997-1998,2,Bolton,Newcastle,1:0,home,1:0,Nathan Blake,22
1997-1998,3,Southampton,Arsenal,1:3,away,0:1,Marc Overmars,20
1997-1998,3,Southampton,Arsenal,1:3,home,1:1,Neil Maddison,25
1997-1998,3,Southampton,Arsenal,1:3,away,1:2,Dennis Bergkamp,57
1997-1998,3,Southampton,Arsenal,1:3,away,1:3,Dennis Bergkamp,79
1997-1998,3,Blackburn,Liverpool,1:1,away,0:1,Michael Owen,52
1997-1998,3,Blackburn,Liverpool,1:1,home,1:1,Martin Dahlin,84
1997-1998,3,Spurs,Derby,1:0,home,1:0,Colin Calderwood,45
1997-1998,3,Coventry,Bolton,2:2,home,1:0,Paul Telfer,8
1997-1998,3,Coventry,Bolton,2:2,home,2:0,Darren Huckerby,20
1997-1998,3,Coventry,Bolton,2:2,away,2:1,Nathan Blake,69
1997-1998,3,Coventry,Bolton,2:2,away,2:2,Nathan Blake,76
1997-1998,3,Wimbledon FC,Sheff Wed,1:1,home,1:0,Jason Euell,17
1997-1998,3,Wimbledon FC,Sheff Wed,1:1,away,1:1,Paolo Di Canio,75
1997-1998,3,Everton,West Ham,2:1,away,0:1,Dave Watson,23
1997-1998,3,Everton,West Ham,2:1,home,1:1,Gary Speed,67
1997-1998,3,Everton,West Ham,2:1,home,2:1,Graham Stuart,83
1997-1998,3,Leeds,Crystal Palace,0:2,away,0:1,Paul Warhurst,22
1997-1998,3,Leeds,Crystal Palace,0:2,away,0:2,Attilio Lombardo,51
1997-1998,3,Newcastle,Aston Villa,1:0,home,1:0,John Beresford,13
1997-1998,3,Barnsley FC,Chelsea,0:6,away,0:1,Dan Petrescu,25
1997-1998,3,Barnsley FC,Chelsea,0:6,away,0:2,Gustavo Poyet,38
1997-1998,3,Barnsley FC,Chelsea,0:6,away,0:3,Gianluca Vialli,44
1997-1998,3,Barnsley FC,Chelsea,0:6,away,0:4,Gianluca Vialli,57
1997-1998,3,Barnsley FC,Chelsea,0:6,away,0:5,Gianluca Vialli,65
1997-1998,3,Barnsley FC,Chelsea,0:6,away,0:6,Gianluca Vialli,82
1997-1998,4,Blackburn,Sheff Wed,7:2,home,1:0,Kevin Gallacher,3
1997-1998,4,Blackburn,Sheff Wed,7:2,home,2:0,Kevin Gallacher,7
1997-1998,4,Blackburn,Sheff Wed,7:2,away,2:1,Benny Carbone,8
1997-1998,4,Blackburn,Sheff Wed,7:2,home,3:1,Graham Hyde,10
1997-1998,4,Blackburn,Sheff Wed,7:2,home,4:1,Jason Wilcox,20
1997-1998,4,Blackburn,Sheff Wed,7:2,home,5:1,Chris Sutton,24
1997-1998,4,Blackburn,Sheff Wed,7:2,away,5:2,Benny Carbone,47
1997-1998,4,Blackburn,Sheff Wed,7:2,home,6:2,Lars Bohinen,53
1997-1998,4,Blackburn,Sheff Wed,7:2,home,7:2,Chris Sutton,74
1997-1998,4,Leeds,Liverpool,0:2,away,0:1,Steve McManaman,23
1997-1998,4,Leeds,Liverpool,0:2,away,0:2,Karl Heinz Riedle,75
1997-1998,4,Leicester,Arsenal,3:3,away,0:1,Dennis Bergkamp,9
1997-1998,4,Leicester,Arsenal,3:3,away,0:2,Dennis Bergkamp,61
1997-1998,4,Leicester,Arsenal,3:3,home,1:2,Emile Heskey,84
1997-1998,4,Leicester,Arsenal,3:3,home,2:2,Matt Elliott,90
1997-1998,4,Leicester,Arsenal,3:3,away,2:3,Dennis Bergkamp,90+2
1997-1998,4,Leicester,Arsenal,3:3,home,3:3,Steve Walsh,90+3
1997-1998,4,Barnsley FC,Bolton,2:1,home,1:0,Eric Tinkler,14
1997-1998,4,Barnsley FC,Bolton,2:1,away,1:1,Peter Beardsley,34
1997-1998,4,Barnsley FC,Bolton,2:1,home,2:1,Gjorgji Hristov,47
1997-1998,4,Southampton,Crystal Palace,1:0,home,1:0,Kevin Davies,57
1997-1998,4,Spurs,Aston Villa,3:2,home,1:0,Les Ferdinand,6
1997-1998,4,Spurs,Aston Villa,3:2,away,1:1,Dwight Yorke,27
1997-1998,4,Spurs,Aston Villa,3:2,away,1:2,Stan Collymore,58
1997-1998,4,Spurs,Aston Villa,3:2,home,2:2,Les Ferdinand,66
1997-1998,4,Spurs,Aston Villa,3:2,home,3:2,Ruel Fox,77
1997-1998,4,Wimbledon FC,Chelsea,0:2,away,0:1,Roberto Di Matteo,60
1997-1998,4,Wimbledon FC,Chelsea,0:2,away,0:2,Dan Petrescu,64
1997-1998,4,Coventry,West Ham,1:1,home,1:0,Darren Huckerby,38
1997-1998,4,Coventry,West Ham,1:1,away,1:1,Paul Kitson,64
1997-1998,4,Everton,Man Utd,0:2,away,0:1,David Beckham,29
1997-1998,4,Everton,Man Utd,0:2,away,0:2,Teddy Sheringham,51
1997-1998,5,Man Utd,Coventry,3:0,home,1:0,Andy Cole,2
1997-1998,5,Man Utd,Coventry,3:0,home,2:0,Roy Keane,72
1997-1998,5,Man Utd,Coventry,3:0,home,3:0,Karel Poborsky,90
1997-1998,5,Aston Villa,Leeds,1:0,home,1:0,Dwight Yorke,67
1997-1998,5,Sheff Wed,Leicester,1:0,home,1:0,Benny Carbone,56
1997-1998,5,West Ham,Wimbledon FC,3:1,home,1:0,John Hartson,48
1997-1998,5,West Ham,Wimbledon FC,3:1,home,2:0,Marc Rieper,54
1997-1998,5,West Ham,Wimbledon FC,3:1,home,3:0,Eyal Berkovic,55
1997-1998,5,West Ham,Wimbledon FC,3:1,away,3:1,Efan Ekoku,81
1997-1998,5,Chelsea,Southampton,4:2,home,1:0,Dan Petrescu,7
1997-1998,5,Chelsea,Southampton,4:2,away,1:1,Kevin Davies,25
1997-1998,5,Chelsea,Southampton,4:2,home,2:1,Frank Leboeuf,28
1997-1998,5,Chelsea,Southampton,4:2,home,3:1,Mark Hughes,31
1997-1998,5,Chelsea,Southampton,4:2,home,4:1,Dennis Wise,34
1997-1998,5,Chelsea,Southampton,4:2,away,4:2,Ken Monkou,59
1997-1998,5,Crystal Palace,Blackburn,1:2,away,0:1,Chris Sutton,23
1997-1998,5,Crystal Palace,Blackburn,1:2,away,0:2,Kevin Gallacher,31
1997-1998,5,Crystal Palace,Blackburn,1:2,home,1:2,Bruce Dyer,51
1997-1998,5,Derby,Barnsley FC,1:0,home,1:0,Stefano Eranio,43
1997-1998,5,Liverpool,Newcastle,1:0,home,1:0,Michael Owen,17
1997-1998,6,Leicester,Spurs,3:0,home,1:0,Steve Walsh,55
1997-1998,6,Leicester,Spurs,3:0,home,2:0,Steve Guppy,68
1997-1998,6,Leicester,Spurs,3:0,home,3:0,Emile Heskey,77
1997-1998,6,Liverpool,Sheff Wed,2:1,home,1:0,Paul Ince,55
1997-1998,6,Liverpool,Sheff Wed,2:1,home,2:0,Michael Thomas,68
1997-1998,6,Liverpool,Sheff Wed,2:1,away,2:1,Wayne Collins,80
1997-1998,6,Arsenal,Bolton,4:1,away,0:1,Alan Thompson,13
1997-1998,6,Arsenal,Bolton,4:1,home,1:1,Ian Wright,20
1997-1998,6,Arsenal,Bolton,4:1,home,2:1,Ian Wright,25
1997-1998,6,Arsenal,Bolton,4:1,home,3:1,Ray Parlour,44
1997-1998,6,Arsenal,Bolton,4:1,home,4:1,Ian Wright,81
1997-1998,6,Man Utd,West Ham,2:1,away,0:1,John Hartson,14
1997-1998,6,Man Utd,West Ham,2:1,home,1:1,Roy Keane,21
1997-1998,6,Man Utd,West Ham,2:1,home,2:1,Paul Scholes,76
1997-1998,6,Newcastle,Wimbledon FC,1:3,away,0:1,Carl Cort,2
1997-1998,6,Newcastle,Wimbledon FC,1:3,home,1:1,Warren Barton,32
1997-1998,6,Newcastle,Wimbledon FC,1:3,away,1:2,Chris Perry,59
